VentaID,FacturaID,Fecha,ClienteID,VendedorID,ProductoID,Cantidad,PrecioUnitario,CostoUnitario,Descuento,TotalVenta,TotalCosto,Margen,CanalVenta
936,346,2025-11-14,494,5,23,32,1079.8,770.11,3018.01,31535.46,24643.58,6891.88,Teléfono
937,346,2025-11-04,494,5,18,15,4042.43,3089.22,1269.3,59367.12,46338.3,13028.82,Teléfono
938,346,2025-12-15,494,5,16,18,1665.96,1186.04,866.51,29120.77,21348.79,7771.98,Teléfono
939,347,2024-01-03,560,10,21,4,2975.9,2158.74,343.93,11559.68,8634.96,2924.72,Presencial
940,347,2024-01-22,560,10,19,7,1875.59,1335.64,0.0,13129.12,9349.45,3779.66,Presencial
941,347,2024-05-26,560,10,2,6,47010.64,39384.85,0.0,282063.82,236309.11,45754.7,Presencial
942,348,2024-06-23,523,15,16,13,1335.62,926.44,456.66,16906.43,12043.78,4862.65,Teléfono
943,348,2024-08-04,523,15,11,10,12527.47,9870.13,6373.02,118901.66,98701.28,20200.38,Teléfono
944,349,2025-03-28,227,8,14,2,3354.3,2797.67,0.0,6708.59,5595.35,1113.25,WhatsApp
945,349,2025-01-17,227,8,19,6,467.02,359.92,0.0,2802.1,2159.49,642.61,WhatsApp
946,349,2025-03-13,227,8,15,5,1330.84,1082.48,321.09,6333.09,5412.42,920.67,WhatsApp
947,349,2025-02-07,227,8,7,6,2397.89,2093.72,0.0,14387.35,12562.29,1825.06,WhatsApp
948,349,2025-01-19,227,8,29,5,5996.23,5445.69,0.0,29981.19,27228.44,2752.74,WhatsApp
949,350,2025-06-02,451,8,26,8,1846.28,1394.31,0.0,14770.26,11154.48,3615.78,WhatsApp
950,350,2025-04-28,451,8,2,10,20960.14,16832.36,8420.45,201180.92,168323.62,32857.3,WhatsApp
951,350,2025-08-21,451,8,16,7,652.3,478.1,0.0,4566.08,3346.66,1219.42,WhatsApp
952,351,2024-02-25,164,13,7,8,6286.03,5289.83,0.0,50288.26,42318.61,7969.64,Correo
953,351,2024-04-03,164,13,23,17,659.6,481.94,0.0,11213.14,8192.92,3020.22,Correo
954,351,2024-04-06,164,13,10,12,4990.79,4020.98,0.0,59889.46,48251.7,11637.76,Correo
955,352,2024-04-24,358,5,22,18,428.46,333.26,384.42,7327.9,5998.59,1329.31,Teléfono
956,352,2024-05-17,358,5,30,12,6136.66,4730.26,3183.45,70456.44,56763.16,13693.28,Teléfono
957,352,2024-04-25,358,5,20,7,1274.31,949.31,0.0,8920.17,6645.2,2274.96,Teléfono
958,353,2025-11-19,135,14,30,4,5308.78,4264.92,0.0,21235.13,17059.66,4175.46,WhatsApp
959,353,2025-10-28,135,14,20,11,1111.92,824.7,246.32,11984.81,9071.72,2913.09,WhatsApp
960,353,2025-10-24,135,14,8,7,11801.88,9343.35,0.0,82613.19,65403.48,17209.7,WhatsApp
961,354,2025-01-27,381,5,22,25,365.31,283.35,0.0,9132.75,7083.75,2049.0,Web
962,354,2025-03-10,381,5,16,21,909.52,662.29,0.0,19099.92,13908.09,5191.83,Web
963,355,2024-01-13,73,10,14,3,19336.13,15291.79,0.0,58008.38,45875.38,12133.01,Presencial
964,355,2024-03-10,73,10,29,3,32865.05,26636.8,0.0,98595.14,79910.39,18684.76,Presencial
965,356,2025-03-24,143,12,16,5,7064.96,4934.32,1023.68,34301.1,24671.59,9629.51,Teléfono
966,357,2024-07-27,395,4,23,12,771.21,547.23,204.55,9049.97,6566.76,2483.21,Presencial
967,357,2024-12-01,395,4,15,17,4258.69,3134.3,3619.84,68777.85,53283.02,15494.84,Presencial
968,357,2024-12-28,395,4,5,3,41170.0,36654.83,0.0,123509.99,109964.5,13545.5,Presencial
969,358,2025-08-10,551,11,14,3,3026.57,2652.86,0.0,9079.71,7958.57,1121.14,Teléfono
970,358,2025-09-10,551,11,27,12,302.23,232.49,131.25,3495.56,2789.84,705.72,Teléfono
971,358,2025-09-18,551,11,26,19,971.73,795.26,0.0,18462.9,15110.03,3352.88,Teléfono
972,359,2024-01-31,501,14,17,51,1807.09,1547.93,8277.35,83884.16,78944.21,4939.95,Presencial
973,359,2024-03-01,501,14,18,57,647.77,544.84,1917.87,35005.27,31055.75,3949.51,Presencial
974,359,2024-05-07,501,14,13,2,2041.06,1739.15,0.0,4082.13,3478.3,603.83,Presencial
975,360,2024-03-29,487,6,17,5,1834.79,1530.34,336.25,8837.72,7651.69,1186.03,Teléfono
976,360,2024-05-07,487,6,4,3,3350.09,3077.42,0.0,10050.27,9232.27,818.0,Teléfono
977,360,2024-05-15,487,6,30,5,2547.28,2276.79,234.33,12338.06,11383.96,954.1,Teléfono
978,361,2025-02-10,521,8,12,1,2552.05,2048.27,0.0,2552.05,2048.27,503.78,Web
979,361,2025-04-19,521,8,28,4,4990.01,3905.88,245.61,19714.43,15623.52,4090.91,Web
980,361,2025-07-18,521,8,22,7,299.7,237.53,69.65,2028.25,1662.71,365.54,Web
981,362,2025-07-19,400,11,17,21,5976.72,4522.93,0.0,125511.12,94981.57,30529.55,Presencial
982,362,2025-07-11,400,11,14,3,11793.11,9937.59,0.0,35379.34,29812.79,5566.55,Presencial
983,362,2025-07-07,400,11,29,2,12525.04,11207.44,0.0,25050.09,22414.87,2635.21,Presencial
984,363,2025-10-16,208,11,14,4,7231.21,6253.0,0.0,28924.85,25011.97,3912.89,Presencial
985,363,2025-10-26,208,11,28,5,3446.78,2895.78,0.0,17233.92,14478.9,2755.02,Presencial
986,364,2024-01-28,354,3,10,2,19857.73,15538.36,703.19,38576.29,31076.71,7499.58,Teléfono
987,365,2024-05-30,443,11,27,11,569.62,438.4,171.11,6094.7,4822.39,1272.31,Presencial
988,365,2024-07-01,443,11,1,1,14840.66,13080.96,0.0,14840.66,13080.96,1759.7,Presencial
989,366,2025-08-12,332,4,8,4,16285.44,13096.1,0.0,65141.76,52384.41,12757.35,WhatsApp
990,366,2025-08-20,332,4,12,4,4730.2,3554.86,0.0,18920.82,14219.43,4701.39,WhatsApp
991,366,2025-09-05,332,4,20,4,1612.08,1173.18,0.0,6448.32,4692.72,1755.6,WhatsApp
992,366,2025-09-23,332,4,28,5,9213.3,6975.32,0.0,46066.5,34876.57,11189.92,WhatsApp
993,366,2025-09-29,332,4,23,8,907.86,611.99,0.0,7262.88,4895.94,2366.94,WhatsApp
994,367,2025-02-27,215,13,12,10,6140.51,4701.49,0.0,61405.15,47014.89,14390.26,WhatsApp
995,367,2025-01-18,215,13,19,18,1339.55,956.05,1274.84,22837.04,17208.97,5628.07,WhatsApp
996,367,2024-11-24,215,13,9,3,18823.5,14815.49,0.0,56470.49,44446.47,12024.02,WhatsApp
997,367,2024-11-09,215,13,3,9,18123.29,14687.15,7536.84,157230.9,132184.38,25046.52,WhatsApp
998,368,2024-08-16,368,4,14,1,5488.76,4632.92,0.0,5488.76,4632.92,855.84,Presencial
999,368,2024-09-03,368,4,16,8,630.29,484.85,0.0,5042.3,3878.78,1163.52,Presencial
1000,368,2024-06-11,368,4,6,5,20919.32,18107.87,1554.65,103321.78,90539.36,12782.41,Presencial
1001,368,2024-05-24,368,4,23,23,418.33,306.66,0.0,9621.64,7053.18,2568.46,Presencial
1002,369,2024-05-22,181,4,22,15,812.65,624.48,0.0,12189.78,9367.2,2822.58,Presencial
1003,370,2024-09-09,506,15,17,1,12119.0,8660.49,0.0,12119.0,8660.49,3458.5,Presencial
1004,370,2025-04-04,506,15,6,8,32970.49,26764.08,16083.55,251540.4,214112.61,37427.79,Presencial
1005,371,2025-11-16,389,14,15,22,4079.9,3013.44,5538.75,84219.1,66295.75,17923.36,Teléfono
1006,371,2025-10-21,389,14,1,3,25925.79,21851.78,1065.92,76711.46,65555.32,11156.13,Teléfono
1007,371,2025-10-20,389,14,16,27,1140.55,829.49,1409.7,29385.09,22396.34,6988.75,Teléfono
1008,371,2025-12-17,389,14,2,7,36553.45,29749.53,5996.32,249877.83,208246.72,41631.11,Teléfono
1009,372,2025-02-04,250,8,23,13,686.76,496.0,0.0,8927.88,6447.95,2479.93,WhatsApp
1010,372,2025-01-16,250,8,8,6,12978.95,10684.69,0.0,77873.69,64108.15,13765.54,WhatsApp
1011,372,2025-03-01,250,8,22,9,421.87,331.25,54.54,3742.31,2981.23,761.08,WhatsApp
1012,373,2024-12-03,226,8,8,5,17031.22,14054.54,0.0,85156.1,70272.67,14883.43,Presencial
1013,373,2025-02-26,226,8,14,2,6878.18,5743.41,0.0,13756.36,11486.83,2269.54,Presencial
1014,373,2025-05-03,226,8,18,13,1950.86,1537.35,0.0,25361.15,19985.59,5375.56,Presencial
1015,373,2025-05-16,226,8,9,3,22346.77,19192.63,0.0,67040.27,57577.88,9462.39,Presencial
1016,374,2025-02-14,66,6,26,2,1318.71,1047.34,0.0,2637.42,2094.68,542.74,Teléfono
1017,374,2025-04-12,66,6,10,5,2319.46,1966.04,0.0,11597.32,9830.17,1767.15,Teléfono
1018,374,2025-10-08,66,6,30,2,2671.38,2254.92,0.0,5342.76,4509.84,832.92,Teléfono
1019,375,2025-03-25,162,1,11,3,6039.89,4755.99,404.8,17714.87,14267.96,3446.91,Teléfono
1020,376,2025-05-19,349,10,8,3,20148.01,15934.99,1711.78,58732.24,47804.96,10927.29,Presencial
1021,376,2025-05-20,349,10,19,4,2001.66,1425.72,0.0,8006.64,5702.86,2303.78,Presencial
1022,377,2025-07-12,367,1,20,17,1556.82,1161.91,1371.37,25094.57,19752.5,5342.06,Presencial
1023,378,2024-01-26,67,3,7,5,2321.37,2080.53,0.0,11606.85,10402.65,1204.2,Presencial
1024,378,2024-01-28,67,3,27,14,316.28,259.63,243.36,4184.56,3634.82,549.74,Presencial
1025,378,2024-02-21,67,3,23,8,237.98,194.69,20.87,1882.97,1557.52,325.45,Presencial
1026,378,2024-03-29,67,3,19,4,440.15,362.62,45.87,1714.73,1450.48,264.25,Presencial
1027,379,2024-02-12,18,8,15,3,5137.39,3709.88,0.0,15412.19,11129.62,4282.56,Teléfono
1028,379,2024-03-16,18,8,24,4,2238.66,1590.34,225.22,8729.42,6361.35,2368.07,Teléfono
1029,380,2025-07-25,25,7,22,13,238.3,186.65,185.36,2912.51,2426.4,486.11,Teléfono
1030,380,2025-08-27,25,7,27,6,499.34,366.65,0.0,2996.04,2199.88,796.16,Teléfono
1031,380,2025-07-30,25,7,18,12,1463.89,1119.79,0.0,17566.66,13437.5,4129.16,Teléfono
1032,381,2025-11-20,166,9,26,7,8311.94,6058.38,0.0,58183.56,42408.67,15774.89,Presencial
1033,381,2025-11-07,166,9,14,4,26028.85,19592.06,0.0,104115.4,78368.26,25747.15,Presencial
1034,382,2024-12-12,318,5,27,14,613.09,461.46,468.94,8114.32,6460.44,1653.88,WhatsApp
1035,382,2024-12-06,318,5,20,15,870.09,645.42,831.68,12219.67,9681.3,2538.37,WhatsApp
1036,382,2024-12-15,318,5,21,10,1388.89,1052.27,0.0,13888.9,10522.7,3366.2,WhatsApp
1037,382,2024-10-06,318,5,28,13,4736.75,3839.79,0.0,61577.75,49917.27,11660.48,WhatsApp
1038,382,2024-10-28,318,5,11,2,6942.27,5684.22,0.0,13884.54,11368.44,2516.1,WhatsApp
1039,383,2025-09-22,460,10,18,6,10018.28,7095.97,0.0,60109.65,42575.82,17533.83,WhatsApp
1040,383,2025-09-29,460,10,22,10,1001.63,747.05,0.0,10016.33,7470.52,2545.8,WhatsApp
1041,383,2025-10-11,460,10,13,1,18992.24,14755.27,333.46,18658.78,14755.27,3903.51,WhatsApp
1042,384,2024-09-30,349,14,29,3,11028.2,9537.56,0.0,33084.6,28612.68,4471.93,Presencial
1043,384,2024-11-07,349,14,7,8,3601.64,2966.39,470.16,28342.98,23731.16,4611.82,Presencial
1044,384,2024-11-29,349,14,19,10,695.49,517.62,0.0,6954.87,5176.24,1778.63,Presencial
1045,385,2024-01-01,513,3,24,6,11163.07,7576.93,0.0,66978.42,45461.58,21516.84,Presencial
1046,385,2024-03-18,513,3,14,1,62021.92,45586.98,0.0,62021.92,45586.98,16434.94,Presencial
1047,386,2025-09-13,109,7,23,22,360.26,265.63,522.69,7403.09,5843.8,1559.28,Web
1048,387,2024-03-27,408,7,14,15,16251.92,12972.04,8470.55,230056.59,194580.56,35476.03,Correo
1049,387,2024-06-26,408,7,19,29,1418.65,1038.68,0.0,41140.78,30121.62,11019.16,Correo
1050,388,2024-09-11,408,3,19,8,852.94,668.97,0.0,6823.55,5351.72,1471.82,Teléfono
1051,388,2025-01-19,408,3,12,4,2427.98,2024.49,0.0,9711.9,8097.95,1613.95,Teléfono
1052,389,2024-01-18,166,4,17,8,4885.42,3873.8,0.0,39083.36,30990.38,8092.98,Correo
1053,389,2024-02-23,166,4,25,14,1886.94,1535.98,0.0,26417.18,21503.68,4913.5,Correo
1054,389,2024-04-16,166,4,1,14,12891.1,11464.93,14210.24,168822.9,160509.06,8313.84,Correo
1055,389,2024-04-26,166,4,19,7,846.29,650.96,0.0,5924.02,4556.7,1367.32,Correo
1056,390,2025-11-02,342,7,19,4,5299.34,3716.78,0.0,21197.38,14867.12,6330.26,Correo
1057,390,2025-08-06,342,7,16,8,4528.43,3066.77,1376.3,34851.11,24534.14,10316.97,Correo
1058,390,2025-12-31,342,7,20,9,5317.16,3797.23,0.0,47854.48,34175.03,13679.44,Correo
1059,391,2025-03-28,50,7,19,7,1349.39,982.4,158.46,9227.07,6876.81,2350.26,Teléfono
1060,391,2025-02-27,50,7,23,16,542.35,373.22,431.35,8246.21,5971.44,2274.77,Teléfono
1061,391,2025-02-03,50,7,3,2,14009.2,11714.22,0.0,28018.4,23428.44,4589.96,Teléfono
1062,391,2025-02-01,50,7,9,4,13363.07,10979.6,0.0,53452.29,43918.41,9533.88,Teléfono
1063,391,2025-05-13,50,7,30,9,4527.38,3674.86,0.0,40746.44,33073.78,7672.66,Teléfono
1064,392,2024-04-01,156,6,12,4,2466.02,1894.02,0.0,9864.1,7576.08,2288.02,WhatsApp
1065,392,2024-04-03,156,6,16,5,713.28,520.56,0.0,3566.39,2602.78,963.61,WhatsApp
1066,392,2024-04-04,156,6,18,21,1774.59,1340.63,1097.4,36169.07,28153.29,8015.78,WhatsApp
1067,392,2024-04-17,156,6,28,3,4729.32,3706.35,0.0,14187.96,11119.05,3068.91,WhatsApp
1068,393,2025-03-06,353,5,28,3,5813.78,4394.07,404.86,17036.46,13182.21,3854.25,Teléfono
1069,393,2025-06-12,353,5,17,14,9552.44,7098.68,0.0,133734.15,99381.56,34352.58,Teléfono
1070,393,2025-06-17,353,5,5,3,22568.11,20526.93,0.0,67704.32,61580.79,6123.52,Teléfono
1071,394,2024-11-15,562,7,12,9,5024.94,3933.33,622.08,44602.41,35400.0,9202.41,WhatsApp
1072,394,2024-10-24,562,7,27,24,1239.08,900.86,1888.19,27849.82,21620.52,6229.3,WhatsApp
1073,395,2024-10-12,115,14,10,5,5552.95,4511.57,0.0,27764.75,22557.85,5206.9,Teléfono
1074,395,2024-10-23,115,14,12,3,3934.28,3086.71,0.0,11802.84,9260.13,2542.71,Teléfono
1075,395,2024-10-26,115,14,22,40,451.07,356.47,1325.08,16717.72,14258.8,2458.92,Teléfono
1076,395,2024-10-29,115,14,18,11,2844.66,2153.28,946.14,30345.12,23686.08,6659.04,Teléfono
1077,396,2024-06-09,436,5,30,2,11850.88,9353.83,0.0,23701.75,18707.66,4994.09,Teléfono
1078,397,2024-06-05,557,10,25,2,3556.64,2694.47,65.73,7019.95,5388.94,1631.0,Teléfono
1079,397,2024-07-05,557,10,23,9,873.4,613.9,374.66,7485.99,5525.14,1960.84,Teléfono
1080,398,2024-01-03,198,5,15,12,5767.21,4198.54,3894.88,65311.68,50382.49,14929.19,Teléfono
1081,398,2024-01-05,198,5,8,7,19647.12,16061.75,3460.08,134069.74,112432.23,21637.52,Teléfono
1082,398,2024-04-03,198,5,10,5,8098.93,6286.18,1175.35,39319.32,31430.9,7888.41,Teléfono
1083,398,2024-04-09,198,5,21,21,3153.75,2344.57,0.0,66228.72,49236.01,16992.71,Teléfono
1084,398,2024-05-04,198,5,27,7,1409.52,986.36,0.0,9866.65,6904.55,2962.1,Teléfono
1085,398,2024-05-08,198,5,22,3,647.43,501.44,0.0,1942.3,1504.33,437.97,Teléfono
1086,399,2025-04-28,391,8,20,16,811.23,624.98,514.96,12464.7,9999.72,2464.98,WhatsApp
1087,399,2025-05-08,391,8,21,16,1304.82,1013.93,581.39,20295.66,16222.9,4072.76,WhatsApp
1088,399,2025-08-06,391,8,11,5,6515.88,5393.21,0.0,32579.42,26966.05,5613.37,WhatsApp
1089,399,2025-08-17,391,8,13,9,5127.98,4208.94,0.0,46151.78,37880.42,8271.36,WhatsApp
1090,399,2025-09-11,391,8,16,37,676.88,509.73,2420.82,22623.61,18860.12,3763.49,WhatsApp
1091,399,2025-10-25,391,8,14,6,5832.36,4898.3,0.0,34994.19,29389.8,5604.39,WhatsApp
1092,400,2024-06-07,544,1,22,18,652.93,489.06,0.0,11752.78,8803.08,2949.7,WhatsApp
1093,400,2024-10-02,544,1,4,2,23756.8,19424.63,0.0,47513.59,38849.24,8664.35,WhatsApp
1094,401,2025-01-08,440,6,3,8,7712.38,6769.56,0.0,61699.06,54156.46,7542.6,Teléfono
1095,401,2025-02-01,440,6,27,14,399.98,302.67,236.97,5362.75,4237.38,1125.37,Teléfono
1096,402,2025-12-25,331,2,17,15,12529.36,9374.79,7207.58,180732.87,140621.87,40111.0,Correo
1097,403,2025-12-08,525,11,23,17,353.0,271.67,0.0,6001.07,4618.36,1382.71,WhatsApp
1098,403,2025-12-09,525,11,12,3,1878.78,1580.57,0.0,5636.34,4741.7,894.64,WhatsApp
1099,404,2024-02-21,496,4,19,16,1654.22,1217.44,0.0,26467.55,19479.05,6988.5,Teléfono
1100,404,2024-04-29,496,4,14,4,7444.02,6119.99,0.0,29776.08,24479.95,5296.13,Teléfono
1101,404,2024-05-27,496,4,6,13,25822.31,22239.34,0.0,335690.08,289111.4,46578.67,Teléfono
1102,404,2024-08-15,496,4,23,25,554.16,407.04,734.26,13119.74,10176.0,2943.74,Teléfono
1103,405,2025-01-22,91,2,8,5,17805.93,13993.27,0.0,89029.65,69966.35,19063.3,Teléfono
1104,405,2025-02-14,91,2,7,3,8898.08,7114.25,0.0,26694.24,21342.75,5351.49,Teléfono
1105,405,2025-02-07,91,2,21,22,2723.1,2044.76,2028.78,57879.42,44984.72,12894.7,Teléfono
1106,406,2025-08-17,397,8,2,8,30219.4,25026.92,0.0,241755.19,200215.37,41539.82,Presencial
1107,406,2025-07-18,397,8,11,3,9151.61,7369.95,0.0,27454.83,22109.84,5344.99,Presencial
1108,406,2025-10-29,397,8,18,77,2307.18,1783.97,17610.67,160041.96,137365.77,22676.19,Presencial
1109,407,2024-05-07,570,11,17,9,3030.6,2403.99,1273.52,26001.88,21635.91,4365.97,Presencial
1110,407,2024-05-27,570,11,5,3,12142.07,11252.45,0.0,36426.22,33757.35,2668.86,Presencial
1111,407,2024-07-23,570,11,20,18,516.52,413.67,460.52,8836.84,7446.06,1390.78,Presencial
1112,408,2025-05-31,184,9,7,3,6293.61,4955.38,0.0,18880.83,14866.14,4014.69,Web
1113,408,2025-03-25,184,9,22,13,404.09,307.27,0.0,5253.13,3994.45,1258.68,Web
1114,408,2024-12-06,184,9,19,9,1196.52,864.58,0.0,10768.68,7781.18,2987.5,Web
1115,409,2024-04-25,180,15,25,7,19796.51,14224.28,5709.45,132866.11,99569.92,33296.18,Teléfono
1116,409,2024-05-01,180,15,7,7,66254.13,50325.8,21045.93,442732.95,352280.6,90452.35,Teléfono
1117,410,2024-11-02,201,6,8,2,9446.58,7944.54,503.3,18389.86,15889.08,2500.78,WhatsApp
1118,410,2024-12-14,201,6,22,25,315.28,247.42,238.87,7643.03,6185.4,1457.63,WhatsApp
1119,410,2025-01-10,201,6,10,7,3787.82,3139.73,0.0,26514.77,21978.1,4536.67,WhatsApp
1120,411,2024-09-24,67,6,3,4,37557.75,31011.69,0.0,150231.02,124046.78,26184.24,Teléfono
1121,411,2024-09-02,67,6,13,5,16645.67,12825.05,1866.74,81361.61,64125.25,17236.36,Teléfono
1122,411,2025-01-23,67,6,28,6,21354.12,15774.6,1793.56,125577.84,94647.57,30930.27,Teléfono
1123,412,2024-06-05,95,10,12,5,5298.74,4128.79,0.0,26493.72,20643.96,5849.76,Teléfono
1124,412,2024-06-10,95,10,30,19,8677.5,6843.44,4156.79,160715.71,130025.44,30690.28,Teléfono
1125,412,2024-07-17,95,10,15,21,5296.16,3975.3,0.0,111219.44,83481.3,27738.14,Teléfono
1126,413,2024-10-18,478,2,7,16,4938.67,4184.29,3060.94,74060.01,66948.64,7111.37,Teléfono
1127,413,2024-09-10,478,2,10,6,3884.02,3233.99,645.65,22258.13,19403.94,2854.19,Teléfono
1128,413,2024-11-21,478,2,11,6,4741.64,3893.94,0.0,28449.81,23363.64,5086.17,Teléfono
1129,413,2024-07-26,478,2,17,7,3407.63,2643.62,0.0,23853.43,18505.3,5348.12,Teléfono
1130,413,2024-09-07,478,2,13,6,3687.93,2991.14,0.0,22127.58,17946.86,4180.73,Teléfono
1131,414,2025-03-23,148,12,18,7,7891.23,5641.01,0.0,55238.61,39487.02,15751.59,Presencial
1132,414,2025-02-11,148,12,20,15,2340.06,1693.46,1486.43,33614.51,25401.87,8212.64,Presencial
1133,415,2024-02-27,519,2,22,5,319.73,247.6,0.0,1598.62,1237.99,360.64,WhatsApp
1134,415,2024-03-12,519,2,19,3,946.87,692.67,57.13,2783.48,2078.01,705.46,WhatsApp
1135,415,2024-05-04,519,2,18,11,1969.35,1495.76,0.0,21662.85,16453.3,5209.54,WhatsApp
1136,416,2024-12-16,189,9,15,2,7717.51,5606.18,164.12,15270.89,11212.36,4058.53,Teléfono
1137,417,2025-08-03,195,4,22,41,468.32,365.09,791.52,18409.4,14968.85,3440.54,Presencial
1138,417,2025-06-07,195,4,20,10,1377.89,1040.04,790.94,12987.97,10400.4,2587.57,Presencial
1139,417,2024-12-24,195,4,1,6,20453.77,17521.14,6280.6,117823.73,105126.85,12696.89,Presencial
1140,417,2025-04-27,195,4,17,24,8210.93,6131.67,0.0,197062.31,147160.15,49902.16,Presencial
1141,418,2024-06-25,344,7,6,6,35003.07,29628.26,0.0,210018.42,177769.58,32248.84,Teléfono
1142,418,2024-08-07,344,7,28,4,5997.91,4634.79,0.0,23991.63,18539.16,5452.47,Teléfono
1143,419,2025-12-15,571,14,23,26,1014.46,708.53,1823.48,24552.37,18421.73,6130.64,Teléfono
1144,420,2024-01-02,243,8,25,15,11113.34,8174.52,3626.57,163073.45,122617.8,40455.65,Correo
1145,420,2024-01-13,243,8,20,11,7055.79,4844.25,2204.93,75408.75,53286.7,22122.04,Correo
1146,420,2024-04-04,243,8,13,3,72130.47,54149.2,0.0,216391.42,162447.61,53943.83,Correo
1147,420,2024-04-16,243,8,23,12,3810.46,2601.49,1797.75,43927.72,31217.89,12709.83,Correo
1148,421,2025-04-06,8,5,15,17,7546.0,5642.76,8303.93,119978.08,95926.87,24051.21,Teléfono
1149,422,2024-11-22,378,7,16,3,1910.95,1328.12,0.0,5732.86,3984.37,1748.48,Correo
1150,422,2024-07-22,378,7,12,2,6412.09,4969.66,0.0,12824.18,9939.31,2884.87,Correo
1151,422,2024-12-14,378,7,3,3,29841.73,24483.34,0.0,89525.2,73449.98,16075.2,Correo
1152,422,2024-06-27,378,7,22,16,778.38,572.75,579.95,11874.13,9163.97,2710.16,Correo
1153,423,2025-04-06,143,5,7,6,4886.1,4068.4,0.0,29316.57,24410.4,4906.17,WhatsApp
1154,423,2025-05-15,143,5,17,5,5399.06,4209.79,0.0,26995.28,21048.93,5946.34,WhatsApp
1155,423,2025-11-16,143,5,28,2,5129.76,4140.57,193.25,10066.26,8281.14,1785.12,WhatsApp
1156,423,2025-09-22,143,5,23,7,506.55,368.74,108.36,3437.46,2581.17,856.29,WhatsApp
1157,423,2025-10-21,143,5,22,4,308.26,245.02,0.0,1233.04,980.1,252.94,WhatsApp
1158,424,2025-03-24,157,9,7,13,23649.79,18887.08,8490.83,293692.01,245532.1,48159.9,Teléfono
1159,424,2025-04-04,157,9,25,16,4625.68,3327.51,2586.06,71424.83,53240.11,18184.72,Teléfono
1160,424,2025-09-14,157,9,2,5,56361.69,44669.04,0.0,281808.41,223345.2,58463.22,Teléfono
1161,424,2025-06-24,157,9,19,11,2798.9,2050.47,773.0,30014.91,22555.22,7459.7,Teléfono
1162,425,2024-01-01,507,4,12,7,6072.26,4537.61,2097.32,40408.52,31763.24,8645.28,Teléfono
1163,425,2024-01-19,507,4,5,2,60252.29,52050.9,2129.32,118375.27,104101.8,14273.47,Teléfono
1164,425,2024-02-15,507,4,27,9,1496.2,1025.79,0.0,13465.78,9232.11,4233.67,Teléfono
1165,426,2024-10-13,205,12,18,5,2123.95,1630.63,385.76,10233.99,8153.15,2080.84,WhatsApp
1166,426,2025-01-09,205,12,21,7,1648.01,1287.29,0.0,11536.07,9011.03,2525.04,WhatsApp
1167,426,2025-03-08,205,12,13,2,6705.87,5321.27,0.0,13411.74,10642.54,2769.2,WhatsApp
1168,426,2025-04-24,205,12,25,1,1641.18,1289.21,0.0,1641.18,1289.21,351.97,WhatsApp
1169,426,2025-05-17,205,12,23,7,577.63,407.4,182.11,3861.3,2851.8,1009.5,WhatsApp
1170,426,2025-06-04,205,12,20,2,1058.25,773.96,0.0,2116.5,1547.92,568.58,WhatsApp
1171,427,2025-07-27,86,5,11,7,10195.79,7926.95,2223.21,69147.34,55488.62,13658.73,Web
1172,427,2025-08-17,86,5,9,4,17844.2,13789.73,0.0,71376.8,55158.92,16217.88,Web
1173,427,2025-07-08,86,5,16,11,1066.81,742.89,0.0,11734.87,8171.76,3563.1,Web
1174,428,2024-03-03,76,5,3,7,53451.28,43791.41,0.0,374158.95,306539.86,67619.1,WhatsApp
1175,428,2024-03-12,76,5,11,5,24518.52,19455.88,0.0,122592.62,97279.38,25313.24,WhatsApp
1176,429,2025-03-13,339,1,12,5,6884.99,5296.5,0.0,34424.93,26482.48,7942.46,Presencial
1177,429,2025-01-18,339,1,20,6,2428.18,1723.19,524.42,14044.64,10339.16,3705.48,Presencial
1178,429,2025-01-08,339,1,29,4,38423.58,31708.17,0.0,153694.31,126832.66,26861.65,Presencial
1179,430,2024-02-25,564,5,15,11,4387.31,3282.86,2208.21,46052.21,36111.49,9940.72,Teléfono
1180,430,2024-03-15,564,5,11,3,11753.99,9558.28,0.0,35261.97,28674.85,6587.12,Teléfono
1181,430,2024-03-25,564,5,3,4,18913.47,16124.02,1379.44,74619.33,64496.09,10123.25,Teléfono
1182,430,2024-04-25,564,5,21,42,2319.17,1768.99,7813.89,89591.04,74297.41,15293.62,Teléfono
1183,430,2024-05-15,564,5,24,17,1883.26,1393.04,0.0,32015.48,23681.65,8333.83,Teléfono
1184,430,2024-06-19,564,5,8,16,24290.13,19693.4,11982.07,369231.18,315094.21,54136.97,Teléfono
1185,431,2024-11-17,281,10,20,14,1740.81,1243.32,857.98,23513.38,17406.48,6106.9,Presencial
1186,431,2025-01-03,281,10,27,7,1254.05,890.74,0.0,8778.37,6235.21,2543.16,Presencial
1187,431,2025-01-09,281,10,13,8,11192.73,8719.38,0.0,89541.88,69755.03,19786.85,Presencial
1188,432,2025-03-10,48,6,5,3,29713.54,27562.54,0.0,89140.62,82687.64,6452.99,Correo
1189,432,2025-03-06,48,6,30,9,4895.55,3979.15,2003.59,42056.32,35812.37,6243.95,Correo
1190,432,2025-03-02,48,6,24,8,1317.86,1013.0,0.0,10542.85,8104.0,2438.86,Correo
1191,433,2024-08-27,203,7,21,10,1539.81,1201.45,322.02,15076.08,12014.46,3061.62,Teléfono
1192,434,2025-03-04,35,11,4,3,38246.12,31145.51,3836.81,111592.15,93436.54,18155.61,WhatsApp
